Thu,Ngay,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,Holiday,Week number
5,11/29/12,1678.41,1589.34,1590.05,1578.15,1576.66,1635.21,1764.08,2140.15,2320.93,2367.85,2536.06,2264.36,2408.96,2605.9,2648.21,2595.35,2424.05,2450.53,2375.97,2331.8,2307.73,2047.3,1956.6,1750.54,0,48
6,11/30/12,1664.95,1591.8,1543.69,1538.07,1541.55,1618.8,1770.2,2313.36,2453.65,2453.01,2545.37,2333.95,2447.71,2602.59,2670.52,2635.82,2495.49,2495.37,2390.88,2340.24,2309.2,2177.9,2125.1,1796.4,0,48
7,12/01/12,1644.5,1577.6,1531.1,1516.7,1522.6,1544.3,1721.1,2167.9,2348,2450.1,2472.9,2245.7,2390.7,2469.1,2453.6,2409.8,2185.4,2234.5,2141.2,2082.6,2085.6,2023.3,1901.2,1764.3,0,48
CN,12/02/12,1619.8,1540.4,1487.7,1462.2,1434.6,1563,1438.9,1590.9,1696,1807.6,1879.3,1782.8,1830.1,1877.4,1886.8,1857.4,1852.9,1973.2,1956.1,1972.4,1959.7,1920.3,1956.1,1972.4,0,48
2,12/03/12,1456,1390.4,1370.8,1359.1,1377.8,1475,1706.6,2256.96,2425.99,2540.26,2564.21,2335.28,2469.59,2583.24,2653.1,2598.79,2433.65,2447.9,2375.86,2294.32,2301.63,2164,1976.1,1779.8,0,49
3,12/04/12,1666.6,1568.4,1551.9,1532.2,1523.7,1604.8,1775,2292.93,2429.28,2532.17,2520.87,2306.23,2451.34,2564.6,2567.7,2541.72,2404.98,2407.42,2363.59,2289.84,2263.51,2147.6,1931.8,1734.2,0,49
4,12/05/12,1609.13,1549.34,1546.51,1533.3,1509.56,1588.88,1748.38,2244.7,2482.25,2578.61,2598.81,2378.47,2480.41,2655.02,2686.3,2640,2480.2,2503.1,2415.8,2345.8,2338.5,2205.5,2017.3,1819.54,0,49
5,12/06/12,1687.11,1633.53,1593.32,1583.67,1603.25,1662.73,1863.24,2355.79,2566.32,2622.09,2635.18,2343.05,2523.82,2693.81,2707.87,2675.48,2505.19,2492.75,2445.45,2400.21,2394.37,2271.7,2056,1873.92,0,49
6,12/07/12,1726.47,1660.86,1623.57,1600.93,1609.77,1676.97,1829.65,2367.35,2513,2546.28,2510.97,2361.21,2476.9,2667.66,2651.85,2624.36,2500.03,2487.11,2392.81,2342.37,2298.06,2190.7,1996.3,1804.22,0,49
7,12/08/12,1661.96,1587.43,1557.23,1539.4,1545.28,1577.39,1760.53,2234.15,2344.93,2467.73,2507.77,2307.17,2397.48,2496.28,2490.44,2364.47,2213.02,2270.7,2181.72,2172.6,2180.56,2110.9,1931.9,1767.96,0,49
CN,12/09/12,1638.95,1573.37,1519.58,1480.47,1472.9,1441.86,1476.77,1666.51,1749.31,1900.34,1969.5,1828.53,1837.53,1857.47,1865.49,1863,1885.52,2022.37,2010.08,1996.97,2005.96,1927.2,1740.2,1564.9,0,49
2,12/10/12,1464.52,1378.93,1353.62,1348.25,1399.93,1490.89,1667.59,2262.62,2512.26,2608.83,2622.55,2391.86,2490.4,2657.91,2679.77,2636.62,2495.63,2447.14,2383.8,2315.53,2278.46,2155.8,1968,1757.5,0,50
3,12/11/12,1663.45,1598.31,1563.64,1556.07,1571.43,1624.07,1834.68,2338.925187,2519.13,2606.77,2579.29,2387.31,2513.01,2690.28,2705.8,2680.22,2439.23,2461.85,2394.25,2375.97,2343.95,2215,1924,1833.8,0,50
4,12/12/12,1696.02,1630.77,1587,1568.92,1569.34,1647.88,1808.08,2307.98,2437.83,2589.44,2580.66,2247.78,2496.88,2617.59,2713.43,2671.51,2515.39,2531.96,2420.64,2370.43,2320.73,2189.7,1999.4,1821,0,50
5,12/13/12,1704.7,1606.77,1558.06,1551.59,1573.89,1625.94,1820.41,2245.92,2508.15,2580.67,2591.91,2397.92,2501.84,2678.09,2635.48,2647.58,2522.93,2507.5,2457.02,2390.33,2363.41,2232.5,2025.1,1816.96,0,50
6,12/14/12,1701.23,1626.01,1587.57,1577.94,1587.39,1644.76,1846.72,2373.25,2552.6,2633.13,2614.77,2409.85,2512.78,2742.58,2737.86,2713.83,2533.05,2532.85,2468.06,2393.29,2386.72,2250.1,2077.3,1864.37,0,50
7,12/15/12,1705.67,1641.6,1601.32,1514.31,1570.87,1612.66,1698.95,2231.57,2421.14,2519.16,2524.04,2281.38,2420.59,2553.3,2537.72,2497.44,2306.7,2301.54,2246.94,2198.51,2226.88,2163.3,2006.9,1837.11,0,50
CN,12/16/12,1659.68,1562.85,1522.54,1482.85,1468.53,1448.95,1497.91,1662.77,1690.08,1834.21,1908.12,1806.88,1894.33,1952.48,1988.65,1963.87,1936.21,2050.03,2030.15,2039.45,2079.21,2012.5,1842.8,1664.7,0,50
2,12/17/12,1527.47,1461.65,1411.99,1401.15,1430.13,1513.64,1769.45,2294.92,2504.06,2570.71,2647.13,2445.83,2556.3,2788.32,2796.44,2711.19,2564.58,2465.07,2464.91,2420.29,2326.23,2259.3,2062.1,1886.9,0,51
3,12/18/12,1743.11,1645.09,1610.2,1597.47,1593.83,1626.34,1830.7,2372.28,2545.11,2649.91,2677.41,2444.88,2601.09,2784.69,2761.77,2740.73,2570.16,2572.01,2509.1,2458.95,2440.5,2320.5,2137.4,1927,0,51
4,12/19/12,1781.39,1700.09,1624.35,1605.08,1649.15,1694.28,1856.27,2366.26,2597.47,2673.58,2676.62,2436.93,2583.31,2690.08,2715.74,2743.82,2462.88,2458.14,2455.46,2435.4,2406.9,2314.9,2097.3,1913.4,0,51
5,12/20/12,1751.98,1684.22,1625.7,1602.02,1578.54,1640.84,1784.9,2349.42,2472.14,2601.1,2597,2398.92,2564.24,2733.74,2738.36,2702.79,2524.64,2559.28,2493.2,2449.2,2410.71,2302.1,2117.6,1938.5,0,51
6,12/21/12,1783.88,1687.96,1659.77,1646.26,1653.79,1699.62,1874.5,2363.42,2554.79,2637.74,2596.83,2405.78,2594.33,2693.86,2719.47,2695.41,2518.29,2550.55,2399.13,2329.48,2343.53,2242.4,2103.1,1920.76,0,51
7,12/22/12,1803.72,1723.22,1683.3,1655.85,1650.68,1665.89,1825.3,2305.75,2476.3,2564.44,2604.07,2359.07,2474.54,2606.98,2620.43,2554.3,2342.61,2348.62,2300.92,2279.02,2279.65,2224.3,2106.5,1949.28,0,51
CN,12/23/12,1781.04,1676.26,1597.49,1551.5,1522.98,1486.74,1533.56,1700.59,1800.27,1912.03,2011.31,1913.24,1920.03,1975.85,1970.92,1937.88,1900.52,2031.35,1992.39,1997.15,2014.37,1902.6,1809,1667.46,0,51
2,12/24/12,1489.66,1428.94,1392.66,1371.76,1407.23,1483.25,1662.19,2197.66,2403.07,2533.07,2546.85,2303.33,2461.2,2582.52,2602.41,2545.88,2337.51,2308.02,2167.04,2065.08,2001.77,1955.3,1838.2,1721.5,0,52
3,12/25/12,1612.39,1533.36,1482.56,1467.93,1449.91,1534.52,1682.92,2196.66,2382.52,2471.72,2499.62,2277.69,2393.53,2527.38,2555.91,2547.48,2354.6,2308.3,2264.77,2221.96,2199.01,2090,1996.9,1809.6,0,52
4,12/26/12,1661.72,1612.41,1588.8,1575.52,1587.5,1629.98,1751.47,2335.92,2511.18,2585.73,2610.23,2357.13,2466.2,2709.06,2723.08,2671.47,2498.54,2489.3,2415.28,2378.26,2342.46,2199.2,2064.6,1867.4,0,52
5,12/27/12,1736.37,1654.89,1605.07,1591.11,1596.36,1636.14,1825.27,2337.79,2439.21,2557.5,2639.24,2384.62,2510.55,2733.24,2767.76,2711.97,2542.38,2528.35,2424.39,2391.86,2340.4,2222.8,2041.3,1832.7,0,52
6,12/28/12,1717.64,1652.12,1612.56,1601.14,1615.33,1657.28,1847.97,2337.24,2541.12,2591.16,2576.34,2347.2,2530.03,2677.23,2747.81,2687.06,2514.33,2516.23,2471.21,2419.01,2414.95,2326.5,2150.2,1940.38,0,52
7,12/29/12,1828.02,1737.72,1687.67,1658.57,1654.42,1666.5,1804.27,2146.12,2380.82,2452.62,2413.87,2167.23,2227.62,2335.37,2378.69,2334.75,2158.67,2149.01,2088.77,2062.36,2168.02,2010.3,1853.1,1713.94,0,52
CN,12/30/12,1617.59,1501.61,1496.21,1466.59,1452.94,1427.34,1455.28,1697.34,1809.67,1888.25,1870.23,1802.03,1858.52,1922.47,1914.59,1918.42,1835.35,1987.28,1995.02,1980.28,2014.55,1921.1,1830.8,1635.08,0,52
2,12/31/12,1537.48,1435.3,1387.82,1354.46,1348.16,1367.64,1477.06,1800.26,1946.04,2025.66,2074.24,1947.75,1984.51,2061.69,2089.16,2061.3,2001.99,2023.58,1976.69,1917.33,1887.87,1910,1732,1557.72,0,53
3,01/01/13,1487.65,1402.85,1330.95,1275.75,1262.35,1220.75,1208.09,1325.9,1381.57,1466.17,1521.89,1514.57,1538.08,1514.82,1537.18,1609.74,1648.05,1789.63,1790.12,1814.03,1826.06,1766.2,1614.8,1356.55,1,1
4,01/02/13,1287.97,1234.21,1197.93,1198.47,1232.4,1331.54,1578.85,2154.44,2394.29,2515.29,2534.32,2315.78,2430.64,2601.37,2614.69,2583.19,2418.87,2418.27,2294.46,2248.49,2188.29,2024.9,1848.4,1688.2,0,1
5,01/03/13,1641.13,1540.62,1537.62,1525.75,1529.91,1588.06,1744.12,2304.89,2486.09,2594.01,2602.11,2365.37,2485.67,2555.22,2637.96,2536.21,2462.77,2459.9,2418.88,2370.87,2343.68,2193.8,2017.2,1826.4,0,1
6,01/04/13,1665.15,1613.03,1574.89,1526.79,1546.95,1597.02,1755.17,2149.6,2446.8,2452.9,2457.45,2353.65,2459.15,2642.84,2646.06,2616.53,2464.46,2482.39,2427.42,2375.1,2326.49,2168.8,1958.1,1772.5,0,1
7,01/05/13,1617.45,1553.66,1542.25,1490.92,1495.01,1536.16,1717.91,2170.23,2344.06,2432.86,2445.58,2201.47,2306.77,2424.27,2368.9,2408.02,2257.68,2251.42,2199.5,2153.06,2140.15,2016.3,1776.1,1687.19,0,1
CN,01/06/13,1508.25,1454.84,1406.6,1383.41,1359.69,1357.67,1412.04,1590.15,1652.28,1720.54,1750.51,1607.18,1610.01,1624.39,1663.64,1718.85,1774.62,1875.11,1852.16,1848.97,1845.21,1691.5,1579.1,1450.78,0,1
2,01/07/13,1338.79,1282.66,1262.18,1265.62,1297.48,1398.51,1639.79,2176.2,2351.46,2407.28,2359.75,2090.3,2160.53,2323.24,2298.57,2337.47,2295.59,2318.5,2235.6,2157.8,2081.31,1826.5,1720.2,1530.35,0,2
3,01/08/13,1445.96,1398.4,1378.21,1383.23,1412.28,1513.78,1703.36,2175.02,2362.56,2448.75,2463.65,2218.78,2340.05,2485.39,2464.36,2494.15,2385.18,2361.99,2302.05,2222.71,2147.9,1975.6,1791.2,1618.44,0,2
4,01/09/13,1512.69,1461.98,1432.04,1426.28,1442.4,1557.5,1744.12,2260.96,2408.92,2495.5,2514.08,2262.11,2408.81,2496.45,2525.88,2463.53,2342.31,2274.13,2254.19,2204.6,2136.5,1971.1,1760.8,1585.1,0,2
5,01/10/13,1505.97,1436.01,1369.98,1411.65,1434.34,1511.31,1712.47,2215.14,2358.02,2373.07,2461.76,2199.47,2375.69,2516.77,2545.67,2479.03,2347.6,2299.36,2256.47,2155.58,2088.15,1976.6,1760.7,1619,0,2
6,01/11/13,1538.29,1482.84,1456.81,1451.44,1469.71,1555.58,1684.1,2239.09,2440.72,2520.5,2515.18,2263.59,2397.15,2561.09,2609.1,2578.79,2420.18,2396.11,2359.79,2276.81,2212.96,2115.5,1891.4,1698.9,0,2
7,01/12/13,1584.83,1578.04,1487.05,1482.18,1486.54,1535.95,1686.61,2145.29,2315.03,2415.67,2455.86,2224.51,2284.45,2430.06,2437.94,2418.63,2209.9,2221.88,2191.02,2145.07,2126.65,2021.9,1843,1658.9,0,2
CN,01/13/13,1523.49,1456.7,1377.27,1386.35,1366.86,1360.89,1418.35,1549.06,1673.11,1754.21,1852.45,1683.82,1740.85,1808.38,1793.14,1787.96,1785.6,1859.3,1934.58,1915.18,1809.68,1805.8,1632.6,1476.16,0,2
2,01/14/13,1326.13,1271.21,1271.04,1265.57,1308.19,1442.3,1622.7,2182.59,2371.66,2456.06,2497.76,2267.09,2348.85,2484.93,2531.25,2527.32,2388.78,2329.1,2306.18,2245.82,2190.18,2032.3,1808.8,1632.45,0,3
3,01/15/13,1506.03,1428.44,1444.28,1426.81,1447.08,1526,1663.6,2198.13,2344.9,2441.2,2422.07,2182.91,2333.4,2514.61,2548.02,2515.08,2340.98,2332.6,2312.51,2233.23,2174.28,2007.4,1803.5,1627.98,0,3
4,01/16/13,1500.35,1437.55,1395.22,1391.13,1413.37,1505.35,1693.67,2096.11,2303.94,2394.96,2382.63,2160.01,2276.82,2495.27,2519.75,2503.25,2333.98,2299.1,2288.02,2219.65,2164.26,2013.7,1760.6,1624.88,0,3
5,01/17/13,1500.98,1437.61,1406.3,1394.99,1408.14,1480.34,1642.21,2114.96,2226.44,2305.39,2352.97,2134.63,2316.81,2451.65,2488.5,2463.69,2384.79,2346.85,2329.73,2270.36,2216.67,2066.3,1857.4,1659.9,0,3
6,01/18/13,1527.72,1472.61,1432.94,1417.29,1427.55,1511.05,1683.01,2161.27,2298.81,2391.72,2419.31,2204.49,2335.21,2535.65,2544.35,2458.75,2290.48,2227.57,2252.4,2186.2,2166.19,1994.3,1797.3,1657.19,0,3
7,01/19/13,1508.67,1459.89,1404.39,1397.09,1406.8,1472.08,1635.59,2069.88,2247.37,2335.82,2353.6,2133.26,2245.31,2333.31,2355.96,2324.98,2093.52,2156.08,2157.57,2119.49,2120.45,1981.1,1875,1706.7,0,3
CN,01/20/13,1574.61,1499.53,1457.48,1438.93,1436.29,1448.11,1467.06,1657.1,1743.5,1827.67,1904.57,1790.56,1840.89,1866.96,1874.66,1846.5,1755.88,1915.96,1960.03,1933.51,1958.49,1850.6,1671.9,1522.8,0,3
2,01/21/13,1396.88,1353.69,1324.05,1319.47,1348.37,1467.9,1664.89,2169.72,2378.72,2475.67,2525.9,2304.83,2418.35,2593.14,2622.02,2597.57,2424.54,2376.81,2371.24,2272.6,2274.45,2115.3,1868.8,1718.74,0,4
3,01/22/13,1606.79,1539.16,1507.38,1485.32,1526.18,1569.99,1738.13,2256.91,2431.4,2516.38,2522.31,2308.79,2430.36,2589.43,2631.4,2588.73,2417.37,2316.52,2309.57,2254.42,2174.59,2035.6,1813.6,1645.93,0,4
4,01/23/13,1592.17,1544.2,1510.23,1504.78,1525.6,1588.85,1727.98,2256.49,2427.12,2504.81,2522.39,2284.65,2339.8,2534.12,2578.9,2560.53,2355.02,2350.94,2345.51,2278.52,2233.55,2087,1854.8,1641.79,0,4
5,01/24/13,1565.06,1509.95,1477.3,1478.36,1506.76,1591.66,1738.21,2276.3,2437.23,2528.77,2532.45,2305.61,2400.17,2582.79,2619.31,2603.8,2403.07,2350.09,2350.24,2267.31,2223.87,2066.4,1803.9,1663.5,0,4
6,01/25/13,1563.08,1504.13,1479.78,1475.15,1507.04,1571.69,1757.69,2173.89,2362.59,2460.49,2387.23,2260.98,2356.62,2510.44,2531.36,2556.03,2377.16,2342.96,2347.01,2273.27,2165.46,2008.5,1859.2,1662.4,0,4
7,01/26/13,1538.88,1502.19,1459.22,1447.4,1459.73,1522.96,1693.6,2168.82,2342.26,2397.23,2398.62,2203.17,2296.31,2413.02,2415.12,2330.71,2134.1,2123.83,2133.25,2092.31,2068.16,1944.9,1780.5,1614.4,0,4
CN,01/27/13,1478.47,1406.63,1387.65,1368.32,1365.36,1348.22,1415.78,1584.3,1711.02,1741.54,1870.38,1744.69,1783.34,1847.15,1802.13,1861,1813.73,1878.07,1937.85,1907.81,1922.53,1809.2,1627,1447.55,0,4
2,01/28/13,1342.05,1293.12,1266.5,1260.37,1294.13,1427.73,1635.91,2159.72,2257.96,2431.99,2470.36,2256.69,2358.76,2540.25,2483.73,2564.93,2372.94,2326.66,2335,2259.78,2203.77,2049.4,1824,1636.7,0,5
3,01/29/13,1524.43,1459.78,1430.3,1412.07,1453.44,1530.95,1719.63,2177.27,2353.76,2445.4,2443.57,2217.51,2315.92,2527.23,2545.5,2541.35,2315.3,2312.03,2261.69,2233.62,2194.86,2035.1,1821.2,1638.61,0,5
4,01/30/13,1470.98,1478.6,1452.79,1430.23,1458.1,1547.65,1707.39,2211.11,2356.47,2471.72,2490.95,2269.74,2378.57,2545.31,2570.75,2513.17,2291.17,2244.45,2253.09,2175.15,2128.4,2007,1803,1643.38,0,5
5,01/31/13,1548.05,1492.43,1460.94,1459.73,1466.81,1534.81,1716.71,2212.64,2342.42,2453.7,2466.13,2236.19,2365.01,2522.79,2576.75,2541.31,2360.25,2288.67,2301.52,2224.75,2184.1,2084.3,1868.3,1684.52,0,5
6,02/01/13,1583.95,1499.99,1451.76,1443.66,1460.91,1539.88,1709.28,2194.23,2342.67,2435.12,2455.49,2269.8,2409.3,2561.18,2583.29,2537.89,2327.68,2206.24,2241.46,2193.16,2157.94,2027.2,1856.4,1677.25,0,5
7,02/02/13,1538.68,1474.85,1438.7,1421.8,1420.24,1450.71,1617.27,1924.06,2090.47,2171.39,2264.66,2033.45,2137.74,2246.54,2241.73,2228.99,2095.05,2073.03,2064.73,2056.92,2080.2,2014.7,1872.3,1734,0,5
CN,02/03/13,1565.12,1478.52,1426.06,1406.89,1393.07,1386.03,1480.1,1632.84,1750.12,1852.53,1920.76,1850.08,1902.81,1980.23,1981.34,1957.92,1879.34,1845.08,1901.12,1903.01,1892.12,1904.3,1767,1679.95,0,5
2,02/04/13,1530.43,1464,1414.1,1398.63,1396.72,1457.24,1593.64,2034.18,2309.18,2392.22,2409,2253.95,2349.51,2490.35,2510.34,2436.37,2250.24,2160.79,2181.08,2124.06,2127.84,2117.7,1966.5,1772,0,6
3,02/05/13,1643.51,1559.06,1499.55,1473.13,1464.27,1487.87,1608.81,1996.11,2159.85,2226.24,2258.29,2144.81,2246.35,2351.77,2355.51,2273.9,2104.67,2044.24,2033.08,2019.66,2002.09,1968.5,1831.9,1671.8,0,6
4,02/06/13,1529.05,1448.15,1394.36,1376.76,1372.66,1385.07,1483.25,1750.65,1941.75,1956.31,1987.56,1919.33,1948.86,2004.15,1977.14,1905.12,1843.7,1826.32,1863.88,1822.76,1802.91,1741.3,1653,1517.43,0,6
5,02/07/13,1369.28,1254.62,1248.61,1214.53,1210.46,1229.23,1305.75,1509.24,1625.15,1627.11,1700.82,1642.77,1626.84,1699.39,1688.34,1621.13,1569.56,1595.8,1612.39,1527.2,1536.95,1499.4,1391.7,1322.03,0,6
6,02/08/13,1196.38,1130.55,1102.8,1070.1,1062.07,1084.17,1110.72,1212.3,1306.28,1378.76,1423.63,1430.36,1423.66,1406.47,1415.88,1403.71,1381.58,1432.52,1483.74,1456.82,1449.9,1430.1,1330.1,1187.18,0,6
7,02/09/13,1086.22,1014.06,979.33,964.8,962.6,985.27,1022.61,1061.63,1124.53,1148.52,1170.76,1139.7,1181.03,1218.92,1245.25,1249.27,1237.79,1328.01,1426.91,1427.46,1448.32,1449.7,1432.7,1387.04,1,6
CN,02/10/13,1210.94,1103.94,1022.17,960.31,927.69,916.35,961.08,996.16,988.79,966.09,935.59,972.15,1012.37,1007.85,1050.46,1060.95,1067.87,1130.65,1212.48,1270.75,1292.69,1273.9,1201.6,1108.2,1,6
2,02/11/13,1035.22,948.78,909.27,890.46,880.07,892.03,905.67,978.34,977.9,966.97,980.71,983.17,1004,1034.44,1053.27,1077.68,1078.81,1152.89,1252.74,1267.5,1288.4,1268,1211,1122.2,1,7
3,02/12/13,1022.6,964.94,920.3,903.87,898.95,908.53,939.27,990.85,1018.77,1031.44,1053.63,1052.81,1078.88,1107.35,1123.66,1128.41,1100.31,1169.11,1263.1,1258.75,1275.35,1256.7,1188.7,1102.9,1,7
4,02/13/13,1006.61,941.27,891.24,870.1,865.11,865.79,900.15,971.89,1011.27,1048.81,1081.8,1088.14,1105.12,1149.96,1185.36,1127.28,1171.02,1220.86,1335.06,1345.82,1390.52,1379.5,1280.6,1205.9,1,7
5,02/14/13,1113.21,1042.4,999.67,981.91,965.91,953.33,984.88,1047.46,1082.06,1142.22,1195.62,1194,1149.34,1233.72,1275.84,1241.16,1251.83,1311.06,1346.68,1398.51,1435.9,1402.7,1328.4,1217.21,1,7
6,02/15/13,1140.03,1086.07,1011.46,992.9,982.89,990.75,1084.23,1218.59,1304.74,1365.85,1430.82,1410.91,1425.35,1471.51,1487.94,1471.36,1438.89,1489.19,1541.42,1543.03,1555.29,1532.5,1434.2,1311.61,1,7
7,02/16/13,1214.92,1141.52,1095.3,1076.72,1079.75,1078.67,1138.77,1277.13,1351.24,1424.55,1446.01,1447.79,1496.4,1538.06,1558.15,1554.89,1499.53,1535.38,1617.85,1623.79,1653.91,1623.8,1543.3,1389.35,1,7
CN,02/17/13,1270.5,1249.7,1148.7,1115.2,1107.3,1100.8,1134.5,1222.5,1294,1399.2,1451.2,1439,1457.3,1504.9,1533,1487.8,1531.6,1582.1,1658.5,1662.3,1699.4,1643.3,1524.2,1374.7,1,7
2,02/18/13,1244.67,1200.34,1155.95,1143.58,1167.28,1249.94,1383.99,1851.78,2037.25,2145,2150.49,2060.39,2131.41,2268.77,2286.16,2199.13,1998.71,1958.53,2008.38,1962.78,1980.38,1909.2,1731,1587.6,0,8
3,02/19/13,1481.52,1423.9,1380.6,1356.13,1369.87,1440.36,1580.51,2016.23,2243.26,2316.1,2349.09,2193.92,2291.27,2443.33,2447.4,2367.95,2096.41,2075.97,2116.01,2075.67,2078.71,1985.5,1818.4,1672.6,0,8
4,02/20/13,1544.56,1470.84,1434.07,1414.55,1422.39,1490.9,1633.11,2072.82,2239.21,2337.92,2345.99,2188.5,2315.94,2438.5,2369.6,2409.43,2234.41,2130.65,2163.18,2142.31,2153.88,2016.7,1816.6,1668.4,0,8
5,02/21/13,1550.34,1487.24,1438.36,1406.83,1412.68,1462.49,1627.49,2073.18,2250.86,2331.85,2331.11,2189.93,2292.05,2435.4,2490.54,2443.76,2264.76,2199,2174.53,2148.26,2157.35,2026.6,1822,1677.94,0,8
6,02/22/13,1580.08,1515.62,1475.91,1459.83,1472.44,1537.2,1681.02,2153.06,2324.55,2389.55,2366.59,2177.16,2260.71,2387.26,2412.96,2379.5,2240.85,2160.67,2139.8,2098.19,2037.64,1905.5,1742.8,1573.4,0,8
7,02/23/13,1489.24,1427.53,1390.37,1377.31,1381.58,1433.43,1627.08,2096.32,2223.14,2322.11,2306.72,2145.32,2209.94,2315.66,2338.15,2330.58,2146.86,2073.86,2081.67,2039.21,2044.44,1948.1,1842.9,1660.2,0,8
CN,02/24/13,1522.53,1467.18,1421.08,1384.93,1374.53,1360.43,1434.19,1564.91,1669.39,1762.35,1814.23,1714.49,1801.78,1869.34,1895.11,1875.01,1853.33,1892.68,1978.99,1959.41,2066.94,2015.3,1867,1677.1,0,8
2,02/25/13,1530.48,1463.26,1401.24,1411.88,1420.3,1514.64,1647.01,2248.31,2480.96,2583,2560.19,2393.36,2509.35,2664.14,2680.71,2611.07,2439.96,2303.3,2362.04,2328.28,2334.64,2247.7,2024.6,1805.69,0,9
3,02/26/13,1757.24,1670.99,1616.98,1590.78,1593.96,1633.81,1774.21,2310.03,2473.66,2593.06,2593.75,2424.89,2599.44,2743.01,2760.91,2680.5,2451.31,2344.84,2379.13,2305.85,2326.06,2262,2065.5,1887.23,0,9
4,02/27/13,1763.49,1688.01,1647.18,1637.7,1637.4,1666.86,1795.12,2343.26,2556.35,2654.97,2653.11,2456.53,2616.33,2768.72,2787.16,2720.23,2388.64,2264,2299.72,2292.41,2278.94,2195.3,2022.7,1919.3,0,9
5,02/28/13,1767.4,1700.93,1654.35,1649.16,1648.31,1694.32,1835.38,2337,2568.15,2637.62,2658.29,2489.33,2612.37,2804.98,2708.85,2747.61,2493.78,2358.58,2420.47,2366.81,2363.79,2324.9,2142,1934.1,0,9
6,03/01/13,1750,1717.71,1671.08,1648.58,1601.09,1658.06,1818.12,2407.03,2523.27,2689.59,2700.71,2500.67,2646.13,2792.45,2817.27,2710.27,2476.9,2330.82,2388.24,2359.27,2361.12,2274.2,2074.5,1901,0,9
7,03/02/13,1774.48,1693.49,1639.14,1614.74,1606.75,1640.99,1806.27,2246.68,2462.59,2563.19,2592.87,2385.55,2564.25,2658.1,2624.74,2542.71,2275.06,2173.49,2259.16,2252.35,2243.5,2227,2085.4,1940.8,0,9
CN,03/03/13,1753.78,1663.85,1605.59,1563.67,1530.62,1508.34,1541.95,1625.51,1761.45,1880.41,1916.55,1881.5,1954.77,1973.3,1981.45,1987.37,1792.99,1889.99,2044.16,2100.17,2115.06,2068.5,1913.3,1753.7,0,9
2,03/04/13,1554.97,1539.21,1487.92,1478.14,1482.72,1568.24,1732.86,2149.89,2520.28,2644.39,2658.58,2480.34,2601.74,2754.8,2726.14,2700.38,2514.19,2400.48,2426.48,2406.73,2416.48,2305.7,2085.5,1879.57,0,10
3,03/05/13,1704.17,1642.74,1602.01,1579.16,1578.25,1626.71,1802.7,2263.15,2487.99,2599.28,2569.01,2389.22,2472.71,2709.88,2632.2,2585.47,2459.62,2348.35,2368.31,2363.95,2349.37,2236.3,2006.4,1849.19,0,10
4,03/06/13,1714.98,1645.67,1594.39,1571.64,1570.68,1627.64,1768.82,2295.66,2463.16,2573.5,2585.09,2388.63,2528.37,2718.05,2710.95,2659.56,2461.07,2341.92,2390.37,2352.66,2339.77,2237.5,2036.1,1835.9,0,10
5,03/07/13,1696.35,1582.2,1558.88,1553.26,1564.11,1634.53,1713.2,2312.7,2491.01,2577.29,2575.2,2371.03,2513.68,2678.2,2699.71,2649.04,2429.82,2315.58,2363.26,2328.67,2309.46,2201.3,1915.7,1820,0,10
6,03/08/13,1678.44,1608.53,1587.72,1551.27,1555.51,1618.28,1777.88,2321.73,2488.29,2598.98,2598.83,2424.96,2589.9,2716.24,2715.12,2676.21,2402.21,2251.85,2292.22,2212.55,2198.27,2134.7,1979.3,1795.9,0,10
7,03/09/13,1689.28,1605.68,1569.62,1556.96,1554.19,1588.73,1747.45,2215.81,2397.43,2475.08,2505.93,2275.36,2306.11,2524.18,2528.45,2456.84,2204.3,2112.29,2190.27,2171.5,2141.39,2129.3,1965.3,1789.7,0,10
CN,03/10/13,1654.84,1574.53,1477.37,1481.28,1463.45,1453.84,1495.2,1649.49,1755.68,1843.11,1908.03,1819.08,1821.86,1902.79,1931.09,1903.77,1895.76,1846.81,1979.87,1997.45,2033.7,1900.3,1762.5,1611.46,0,10
2,03/11/13,1496.49,1438.77,1388.52,1358.19,1382.65,1526.78,1765.64,2297.03,2509.84,2593.82,2611.3,2396.11,2550.8,2599.89,2712.27,2661.72,2455.01,2330.2,2370.81,2217.2,2276.22,2161.1,1977.6,1787.92,0,11
3,03/12/13,1654.14,1593.82,1557.63,1547.42,1559.77,1619.94,1813.03,2351.61,2501.91,2588.41,2581.52,2377.12,2496.64,2665.54,2675.72,2659.46,2439.98,2338.79,2398.58,2315.02,2274.28,2169.6,1950.3,1747.19,0,11
4,03/13/13,1670.7,1608.67,1563,1553.75,1567.92,1646.71,1840.51,2367.43,2577.13,2639.91,2675.51,2418.09,2561.44,2652.65,2760.04,2682.92,2489.07,2395.92,2363.58,2374.02,2364.17,2256.7,2037.1,1858.36,0,11
5,03/14/13,1724.83,1662.85,1612.44,1604.82,1616.48,1677.78,1829.8,2340.38,2519.34,2618.25,2597.36,2422.38,2566.7,2766.65,2798.71,2751.41,2513.78,2399.32,2443.71,2401.72,2403.23,2278.4,2059.7,1840.2,0,11
